accident_id,vehicle_id,category,brand,model,year
1849438,1849438_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2107 модификации,2010.0
1853401,1853401_1,Прочие легковые автомобили,TOYOTA,Прочие модели Toyota,2001.0
1853401,1853401_2,Прочие легковые автомобили,DAEWOO,Прочие модели Daewoo,2012.0
1843670,1843670_1,Прочие одноярусные,МАЗ,103,2012.0
1851744,1851744_1,Прочие легковые автомобили,OPEL,Astra,2013.0
1851744,1851744_2,Прочие легковые автомобили,CHEVROLET,Прочие модели Chevrolet,2005.0
1843445,1843445_1,"D-класс (средний) до 4,6 м",HYUNDAI,i40,2013.0
1851959,1851959_1,"В-класс (малый) до 3,9 м",DAEWOO,Nexia,2011.0
1851959,1851959_2,Минивэны и универсалы повышенной вместимости,TOYOTA,RAV 4,2013.0
2943833,2943833_1,"А-класс (особо малый) до 3,5 м",KIA,K5,2020.0
2943833,2943833_2,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2021.0
2943833,2943833_3,"А-класс (особо малый) до 3,5 м",ВАЗ,Granta (Гранта),2023.0
1855723,1855723_1,"В-класс (малый) до 3,9 м",PEUGEOT,Прочие модели Peugeot,2013.0
2275916,2275916_1,Самосвалы,ISUZU,Прочие модели Isuzu,1997.0
2276527,2276527_1,"D-класс (средний) до 4,6 м",TOYOTA,Land Cruiser,2015.0
2276750,2276750_1,Одноэтажные длиной от 5 до 8 м,ПАЗ,32054,2017.0
2757980,2757980_1,Мотоциклы,Прочие марки мотоциклов,Прочие марки мотоциклов,1992.0
1956567,1956567_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,"ВАЗ 2111, 21110 (универсал), 21113, 21114",2001.0
2809382,2809382_1,"D-класс (средний) до 4,6 м",HAVAL,Jolion,2021.0
2809382,2809382_2,Седельные тягачи,MERCEDES,Actros,2008.0
2779055,2779055_1,Седельные тягачи,SCANIA,Прочие модели Scania,2012.0
2779055,2779055_2,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2003.0
1961846,1961846_1,Седельные тягачи,MAN,TGL,2018.0
1961846,1961846_2,Велосипеды,Прочие марки ТС,Прочие марки и модели ТС,2018.0
1960617,1960617_1,Мопеды с двигателем внутреннего сгорания менее 50 см. куб.,Прочие марки ТС,Прочие марки и модели ТС,2014.0
2847494,2847494_1,"D-класс (средний) до 4,6 м",MERCEDES,C-класс,2017.0
2847494,2847494_2,Бортовые грузовые автомобили,ГАЗ,"3302, 33027 и модификации",2011.0
1954947,1954947_1,"С-класс (малый средний, компактный) до 4,3 м",DAEWOO,Nexia,2012.0
1954947,1954947_2,"А-класс (особо малый) до 3,5 м",ВАЗ, Ока  ВАЗ-1111 и модификации,2004.0
1964011,1964011_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2005.0
1964011,1964011_2,Седельные тягачи,SCANIA,Прочие модели Scania,1999.0
1957270,1957270_1,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2001.0
1957270,1957270_2,"С-класс (малый средний, компактный) до 4,3 м",FORD,Focus,2015.0
1960841,1960841_1,Велосипеды,,,
1960841,1960841_2,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,"ВАЗ 2111, 21110 (универсал), 21113, 21114",2005.0
2727176,2727176_1,Бортовые грузовые автомобили,КАМАЗ,5320,1988.0
2727176,2727176_2,"А-класс (особо малый) до 3,5 м",DAEWOO,Matiz,2010.0
2741333,2741333_1,Одноэтажные длиной от 8 до 12 м,НефАЗ,5299-30-31 низкопольный,2011.0
2741333,2741333_2,"D-класс (средний) до 4,6 м",VOLKSWAGEN,Polo,2018.0
1959256,1959256_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,Granta (Гранта),2013.0
1959256,1959256_2,Бортовые грузовые автомобили,ГАЗ,"ГАЗ 31029, 310290",2011.0
1959256,1959256_3,"Е-класс (высший средний, бизнес-класс) до 4,9 м",TOYOTA,RAV 4,2013.0
1961968,1961968_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2000.0
1961968,1961968_2,"D-класс (средний) до 4,6 м",RENAULT,Logan,2015.0
1957127,1957127_1,"В-класс (малый) до 3,9 м",,,
1964569,1964569_1,"С-класс (малый средний, компактный) до 4,3 м",NISSAN,Note,2011.0
1960300,1960300_1,"D-класс (средний) до 4,6 м",TOYOTA,Camry,1992.0
1960300,1960300_2,"В-класс (малый) до 3,9 м",DAEWOO,Matiz,2005.0
2540434,2540434_1,"В-класс (малый) до 3,9 м",HYUNDAI,Accent,2005.0
2540434,2540434_2,"В-класс (малый) до 3,9 м",HYUNDAI,Solaris,2012.0
2440659,2440659_1,"D-класс (средний) до 4,6 м",VOLKSWAGEN,Polo,2012.0
2440659,2440659_2,"D-класс (средний) до 4,6 м",OPEL,Astra,2008.0
2435614,2435614_1,"В-класс (малый) до 3,9 м",KIA,Rio,2013.0
2435614,2435614_2,"В-класс (малый) до 3,9 м",ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",2003.0
2491283,2491283_1,"В-класс (малый) до 3,9 м",SKODA,Fabia,2001.0
2491283,2491283_2,"А-класс (особо малый) до 3,5 м",KIA,Ceed,2014.0
2425693,2425693_1,"В-класс (малый) до 3,9 м",RENAULT,Logan,2011.0
2438538,2438538_1,"В-класс (малый) до 3,9 м",RENAULT,Logan,2011.0
2439859,2439859_1,"В-класс (малый) до 3,9 м",CHEVROLET,Niva,2018.0
2441678,2441678_1,"В-класс (малый) до 3,9 м",HONDA,Civic,2000.0
2444194,2444194_1,"В-класс (малый) до 3,9 м",CHEVROLET,Прочие модели Chevrolet,2008.0
2444194,2444194_2,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Polo,2012.0
2444583,2444583_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2105 модификации,2006.0
2444583,2444583_2,Бортовые грузовые автомобили,КАМАЗ,Прочие модели КАМАЗ,2010.0
2433484,2433484_1,"С-класс (малый средний, компактный) до 4,3 м",CHEVROLET,Niva,2012.0
2426449,2426449_1,"С-класс (малый средний, компактный) до 4,3 м",SKODA,Fabia,2014.0
2426449,2426449_2,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2115 и модификации,2001.0
2530436,2530436_1,"В-класс (малый) до 3,9 м",DAEWOO,Nexia,2002.0
2530436,2530436_2,"В-класс (малый) до 3,9 м",CITROEN,C5,2002.0
2530436,2530436_3,Прочие легковые автомобили,HYUNDAI,i30,2010.0
2425791,2425791_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,Kalina,2006.0
2425791,2425791_2,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",2003.0
2443284,2443284_1,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2113 и модификации,2010.0
2443284,2443284_2,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2115 и модификации,2001.0
2444274,2444274_1,"В-класс (малый) до 3,9 м",KIA,Ceed,2012.0
2895516,2895516_1,"В-класс (малый) до 3,9 м",AUDI,А6,2005.0
2895516,2895516_2,"В-класс (малый) до 3,9 м",HYUNDAI,Sonata,2011.0
2491344,2491344_1,"D-класс (средний) до 4,6 м",ВАЗ,Granta (Гранта),2012.0
2491344,2491344_2,Мотоциклы,Прочие марки ТС,Прочие марки и модели ТС,1985.0
2428963,2428963_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,ВАЗ 2114 и модификации,2007.0
2441864,2441864_1,Одноэтажные длиной не более 5 м,ГАЗ,Прочие модели ГАЗ,2011.0
2441864,2441864_2,"В-класс (малый) до 3,9 м",ВАЗ,Largus (Ларгус),2013.0
2443103,2443103_1,"В-класс (малый) до 3,9 м",ВАЗ,Kalina,2008.0
2443103,2443103_2,"В-класс (малый) до 3,9 м",DAEWOO,Nexia,2005.0
2443103,2443103_3,Прочие легковые автомобили,CITROEN,C4,2008.0
2436769,2436769_1,"В-класс (малый) до 3,9 м",ВАЗ,Kalina,2009.0
2505423,2505423_1,Бортовые грузовые автомобили,КАМАЗ,5321,2004.0
2434169,2434169_1,"D-класс (средний) до 4,6 м",ВАЗ,ВАЗ 2114 и модификации,2008.0
2434169,2434169_2,"D-класс (средний) до 4,6 м",TOYOTA,Прочие модели Toyota,1995.0
2430267,2430267_1,"В-класс (малый) до 3,9 м",ГАЗ,"ГАЗ 3110, 3110-101, 3110-111, 3110-311, 3110-331, 3110-341, 3110-411, 3110-441, 3110-600",2003.0
2430267,2430267_2,"В-класс (малый) до 3,9 м",FORD,Scorpio,1987.0
2625021,2625021_1,Квадроциклы,SUZUKI,Прочие модели Suzuki,2011.0
2068351,2068351_1,"В-класс (малый) до 3,9 м",TOYOTA,Mark II,1994.0
2069081,2069081_1,Иные ТС,,,
2906901,2906901_1,"А-класс (особо малый) до 3,5 м",OPEL,Corsa,2009.0
2608768,2608768_1,"В-класс (малый) до 3,9 м",ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",1997.0
2608768,2608768_2,Прочие одноярусные,ГАЗ,"3221  Газель , 32217, 32213, 32212, 322172, 322132, 322133 и модификации",2019.0
2591120,2591120_1,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2000.0
2652875,2652875_1,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2020.0
2652875,2652875_2,"В-класс (малый) до 3,9 м",RENAULT,Logan,2021.0
2269374,2269374_1,Прочие легковые автомобили,ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",1998.0
2263279,2263279_1,"В-класс (малый) до 3,9 м",ВАЗ,Kalina,2008.0
2263296,2263296_1,"В-класс (малый) до 3,9 м",LAND ROVER,Discovery,2006.0
2263296,2263296_2,Прочие легковые автомобили,ВАЗ,Granta (Гранта),2016.0
2263296,2263296_3,"А-класс (особо малый) до 3,5 м",ВАЗ,Kalina,2008.0
2259700,2259700_1,Бортовые грузовые автомобили,ГАЗ,"3221  Газель , 32217, 32213, 32212, 322172, 322132, 322133 и модификации",2005.0
2827095,2827095_1,"В-класс (малый) до 3,9 м",NISSAN,Almera,2018.0
2865092,2865092_1,"В-класс (малый) до 3,9 м",ВАЗ,Прочие модели ВАЗ,2013.0
2865118,2865118_1,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2021.0
2865118,2865118_2,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2021.0
2271596,2271596_1,Минивэны и универсалы повышенной вместимости,BMW,X6,2016.0
2594130,2594130_1,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2020.0
2594130,2594130_2,"С-класс (малый средний, компактный) до 4,3 м",TOYOTA,Prius,2008.0
2627765,2627765_1,"В-класс (малый) до 3,9 м",RENAULT,Logan,2008.0
2627765,2627765_2,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Polo,2018.0
2782474,2782474_1,"D-класс (средний) до 4,6 м",ВАЗ,Granta (Гранта),2012.0
2782474,2782474_2,"D-класс (средний) до 4,6 м",ВАЗ,Granta (Гранта),2017.0
2782474,2782474_3,"D-класс (средний) до 4,6 м",NISSAN,Teana,2011.0
2893423,2893423_1,"С-класс (малый средний, компактный) до 4,3 м",PORSCHE,Прочие модели Porsche,2018.0
2893423,2893423_2,Прочие легковые автомобили,ВАЗ,Priora,2013.0
2267054,2267054_1,"С-класс (малый средний, компактный) до 4,3 м",TOYOTA,Land Cruiser,2013.0
2503093,2503093_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ, Жигули  ВАЗ-2106 модификации,1977.0
2503093,2503093_2,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,Kalina,2007.0
2503093,2503093_3,"С-класс (малый средний, компактный) до 4,3 м",CHEVROLET,Прочие модели Chevrolet,2014.0
2259553,2259553_1,"В-класс (малый) до 3,9 м",,,
2622058,2622058_1,"С-класс (малый средний, компактный) до 4,3 м",CHERY,M11 (A3),2010.0
2622058,2622058_2,"С-класс (малый средний, компактный) до 4,3 м",FORD,Kuga,2018.0
2635046,2635046_1,"С-класс (малый средний, компактный) до 4,3 м",RENAULT,Logan,2018.0
2635046,2635046_2,"С-класс (малый средний, компактный) до 4,3 м",VOLKSWAGEN,Polo,2017.0
2635046,2635046_3,"С-класс (малый средний, компактный) до 4,3 м",AUDI,А5,2020.0
2635046,2635046_4,"С-класс (малый средний, компактный) до 4,3 м",KIA,Rio,2010.0
1923769,1923769_1,"С-класс (малый средний, компактный) до 4,3 м",MITSUBISHI,Lancer,2008.0
1923769,1923769_2,"D-класс (средний) до 4,6 м",LAND ROVER,Range Rover,2017.0
1902238,1902238_1,"D-класс (средний) до 4,6 м",TOYOTA,Camry,2007.0
1921565,1921565_1,"В-класс (малый) до 3,9 м",SKODA,Fabia,2003.0
1921565,1921565_2,Минивэны и универсалы повышенной вместимости,NISSAN,X-Trail,2012.0
1915656,1915656_1,"В-класс (малый) до 3,9 м",HYUNDAI,Solaris,2016.0
1915656,1915656_2,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Golf,2010.0
1923117,1923117_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,Priora,2012.0
2901230,2901230_1,"В-класс (малый) до 3,9 м",HONDA,CR-V,2007.0
2778264,2778264_1,"В-класс (малый) до 3,9 м",FAW,Jetta,2013.0
2778264,2778264_2,"В-класс (малый) до 3,9 м",OPEL,Mokka,2013.0
1902837,1902837_1,"В-класс (малый) до 3,9 м",HONDA,Civic,2008.0
1911155,1911155_1,Одноэтажные длиной от 5 до 8 м,ПАЗ,3204,2012.0
2601932,2601932_1,"В-класс (малый) до 3,9 м",BMW,X6,2019.0
2601932,2601932_2,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2020.0
1918915,1918915_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2107 модификации,2008.0
1918915,1918915_2,"В-класс (малый) до 3,9 м",DAEWOO,Nexia,2008.0
2685304,2685304_1,Фургоны,IVECO,Прочие модели Iveco,2008.0
2685304,2685304_2,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Polo,2014.0
1906021,1906021_1,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2112 и модификации,2003.0
1906021,1906021_2,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2104 модификации,2000.0
2614308,2614308_1,Седельные тягачи,SCANIA,P,2007.0
2614308,2614308_2,Прочая спецтехника,ISUZU,Прочие модели Isuzu,1996.0
2887725,2887725_1,"В-класс (малый) до 3,9 м",FORD,Focus,2017.0
2887725,2887725_2,"В-класс (малый) до 3,9 м",KIA,Sportage,2019.0
2660247,2660247_1,Фургоны,ГАЗ,Прочие модели ГАЗ,2013.0
2660247,2660247_2,Фургоны,FORD,Transit,2019.0
2660247,2660247_3,"С-класс (малый средний, компактный) до 4,3 м",VOLKSWAGEN,Polo,2016.0
2660247,2660247_4,"С-класс (малый средний, компактный) до 4,3 м",VOLVO,XC70,2014.0
2660247,2660247_5,"С-класс (малый средний, компактный) до 4,3 м",NISSAN,Pathfinder,2007.0
2660247,2660247_6,"С-класс (малый средний, компактный) до 4,3 м",NISSAN,Прочие марки Nissan,2016.0
1929020,1929020_1,"А-класс (особо малый) до 3,5 м",MAZDA,CX-5,2012.0
1924258,1924258_1,Одноэтажные длиной от 8 до 12 м,ЛИАЗ,5293,2011.0
2685986,2685986_1,Мотоциклы,HONDA,Прочие модели Honda,2011.0
2685986,2685986_2,"В-класс (малый) до 3,9 м",HYUNDAI,Sonata,2008.0
1906632,1906632_1,"С-класс (малый средний, компактный) до 4,3 м",VOLVO,Прочие модели Volvo,2009.0
1906632,1906632_2,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Прочие модели Volkswagen,2007.0
1920270,1920270_1,"В-класс (малый) до 3,9 м",SUBARU,Прочие модели Subaru,2011.0
1920270,1920270_2,Мотоциклы,HONDA,GL,1997.0
1920731,1920731_1,Иные дорожно-строительные и дорожно-эксплуатационные машины и механизмы,МАЗ,6317,2013.0
1920731,1920731_2,"С-класс (малый средний, компактный) до 4,3 м",FORD,Focus,2006.0
1925658,1925658_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2104 модификации,2003.0
1930714,1930714_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2107 модификации,2011.0
1930714,1930714_2,"В-класс (малый) до 3,9 м",JEEP,Grand Cherokee,2013.0
2929077,2929077_1,"D-класс (средний) до 4,6 м",KIA,Picanto,2013.0
1929699,1929699_1,"С-класс (малый средний, компактный) до 4,3 м",HOLDEN,Astra,2013.0
1929596,1929596_1,Легковые автомобили (без типа),OPEL,Astra,2007.0
1929596,1929596_2,"С-класс (малый средний, компактный) до 4,3 м",TOYOTA,4runner,1993.0
1929596,1929596_3,Трамваи,,,2010.0
1923692,1923692_1,"В-класс (малый) до 3,9 м",KIA,Прочие модели KIA,2018.0
1906113,1906113_1,"В-класс (малый) до 3,9 м",FORD,Focus,2008.0
2686001,2686001_1,"Е-класс (высший средний, бизнес-класс) до 4,9 м",AUDI,А3,2021.0
2686001,2686001_2,Персональное электрическое средство передвижения малой мощности,,,
2765454,2765454_1,"В-класс (малый) до 3,9 м",KIA,Rio,2019.0
2765454,2765454_2,"В-класс (малый) до 3,9 м",MERCEDES,G-класс,2021.0
1904962,1904962_1,"D-класс (средний) до 4,6 м",HYUNDAI,Solaris,2016.0
1904962,1904962_2,"D-класс (средний) до 4,6 м",RENAULT,Duster,2017.0
2951685,2951685_1,"В-класс (малый) до 3,9 м",ВАЗ,Kalina,2013.0
2951685,2951685_2,Седельные тягачи,DAF,XF105 series,2019.0
1757464,1757464_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2106 модификации,1982.0
1757464,1757464_2,Мопеды с двигателем внутреннего сгорания менее 50 см. куб.,Прочие марки ТС,Прочие марки и модели ТС,2013.0
2899286,2899286_1,"В-класс (малый) до 3,9 м",ВАЗ," Жигули  ВАЗ-2101, 02, 03 и модификации",1982.0
2899286,2899286_2,Мотоциклы,Прочие марки мотоциклов,Прочие марки мотоциклов,2020.0
2885566,2885566_1,"В-класс (малый) до 3,9 м",TOYOTA,Land Cruiser,2018.0
2885566,2885566_2,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2107 модификации,2002.0
1753623,1753623_1,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2000.0
2479807,2479807_1,"В-класс (малый) до 3,9 м",ВАЗ,Largus (Ларгус),2012.0
2479807,2479807_2,Велосипеды,,,
2479727,2479727_1,"В-класс (малый) до 3,9 м",,,
1751259,1751259_1,"С-класс (малый средний, компактный) до 4,3 м",DAEWOO,Matiz,2012.0
1751259,1751259_2,"Е-класс (высший средний, бизнес-класс) до 4,9 м",ГАЗ,"ГАЗ 3110, 3110-101, 3110-111, 3110-311, 3110-331, 3110-341, 3110-411, 3110-441, 3110-600",1997.0
1759272,1759272_1,"А-класс (особо малый) до 3,5 м",DAEWOO,Matiz,2004.0
1749945,1749945_1,"С-класс (малый средний, компактный) до 4,3 м",MERCEDES,Прочие модели Mercedes,2012.0
1749945,1749945_2,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,Kalina,2008.0
2967741,2967741_1,Прочие легковые автомобили,ВАЗ, Жигули  ВАЗ-2106 модификации,1997.0
2967741,2967741_2,"Е-класс (высший средний, бизнес-класс) до 4,9 м",OPEL,Astra,2010.0
2550630,2550630_1,Одноэтажные длиной от 5 до 8 м,ГАЗ,Прочие модели ГАЗ,2020.0
1757162,1757162_1,"В-класс (малый) до 3,9 м",ВАЗ,Kalina,2014.0
1757162,1757162_2,"В-класс (малый) до 3,9 м",FORD,Mondeo,2008.0
1757162,1757162_3,"В-класс (малый) до 3,9 м",CHEVROLET,Lanos,2008.0
2776379,2776379_1,"В-класс (малый) до 3,9 м",FORD,Прочие модели Ford,2006.0
2776379,2776379_2,Прочая спецтехника,МАЗ,Прочие модели МАЗ,2021.0
2737953,2737953_1,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2006.0
2737953,2737953_2,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2019.0
2737953,2737953_3,"В-класс (малый) до 3,9 м",LEXUS,RX,2004.0
2494580,2494580_1,Троллейбусы,Прочие марки ТС,Прочие марки и модели ТС,2005.0
2479920,2479920_1,Минивэны и универсалы повышенной вместимости,KIA,Sportage,2013.0
2479920,2479920_2,Рефрижераторы,ГАЗ,Прочие модели ГАЗ,2018.0
1762603,1762603_1,"В-класс (малый) до 3,9 м",Datsun,on-DO,2019.0
1762603,1762603_2,"В-класс (малый) до 3,9 м",OPEL,Corsa,2006.0
1758263,1758263_1,"В-класс (малый) до 3,9 м",KIA,Rio,2013.0
1758263,1758263_2,"В-класс (малый) до 3,9 м",ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",2001.0
1758263,1758263_3,"В-класс (малый) до 3,9 м",ВАЗ,Priora,2009.0
1751692,1751692_1,Одноэтажные длиной от 5 до 8 м,IKARUS,415,1998.0
1751692,1751692_2,Седельные тягачи,УРАЛ,4320,1988.0
1751692,1751692_3,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2007.0
1748272,1748272_1,"В-класс (малый) до 3,9 м",HYUNDAI,Sonata,2008.0
1748272,1748272_2,"Транспортные средства оперативно-служебные для перевозки лиц, находящихся под стражей",ВАЗ,ВАЗ 2131 и модификации,2015.0
2476686,2476686_1,"В-класс (малый) до 3,9 м",ВАЗ,Largus (Ларгус),2015.0
2473898,2473898_1,"С-класс (малый средний, компактный) до 4,3 м",NISSAN,Tiida,2011.0
2476995,2476995_1,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2131 и модификации,1998.0
2476995,2476995_2,Мотоциклы,BMW,K 1200,2008.0
2477091,2477091_1,"В-класс (малый) до 3,9 м",FIAT,Punto,2002.0
2491995,2491995_1,"А-класс (особо малый) до 3,5 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",1998.0
2491995,2491995_2,Мопеды с двигателем внутреннего сгорания менее 50 см. куб.,HONDA,Прочие модели Honda,2007.0
2786188,2786188_1,"В-класс (малый) до 3,9 м",OPEL,Meriva,2008.0
2786188,2786188_2,"В-класс (малый) до 3,9 м",LAND ROVER,Range Rover,2019.0
1604775,1604775_1,"А-класс (особо малый) до 3,5 м",VOLKSWAGEN,Passat,2002.0
1609454,1609454_1,"В-класс (малый) до 3,9 м",FAW,A6,2002.0
1604018,1604018_1,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2001.0
2195970,2195970_1,"С-класс (малый средний, компактный) до 4,3 м",BMW,5er,1994.0
2195970,2195970_2,"С-класс (малый средний, компактный) до 4,3 м",BMW,3er,1991.0
2192097,2192097_1,"В-класс (малый) до 3,9 м",SUZUKI,Swift,2006.0
2192097,2192097_2,"С-класс (малый средний, компактный) до 4,3 м",HYUNDAI,Accent,2006.0
2202987,2202987_1,"А-класс (особо малый) до 3,5 м",TOYOTA,Mark II,1982.0
2705277,2705277_1,Одноэтажные длиной от 5 до 8 м,ПАЗ,3203,2016.0
2197347,2197347_1,"С-класс (малый средний, компактный) до 4,3 м",HYUNDAI,Solaris,2017.0
2192276,2192276_1,"В-класс (малый) до 3,9 м",CHEVROLET,Прочие модели Chevrolet,2007.0
2188326,2188326_1,"С-класс (малый средний, компактный) до 4,3 м",ГАЗ,"ГАЗ 3110, 3110-101, 3110-111, 3110-311, 3110-331, 3110-341, 3110-411, 3110-441, 3110-600",2004.0
2188326,2188326_2,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2115 и модификации,2004.0
2192109,2192109_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2001.0
2192109,2192109_2,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2001.0
2799241,2799241_1,"D-класс (средний) до 4,6 м",HYUNDAI,"Elantra (Lantra, Avante)",2010.0
2192342,2192342_1,"В-класс (малый) до 3,9 м",ВАЗ,Vesta (Веста),2017.0
2192342,2192342_2,"В-класс (малый) до 3,9 м",RENAULT,Logan,2006.0
2705896,2705896_1,"В-класс (малый) до 3,9 м",HYUNDAI,Sonata,2005.0
2892514,2892514_1,Прочая спецтехника,КАМАЗ,Прочие модели КАМАЗ,2021.0
2892514,2892514_2,Самосвалы,ГАЗ,Прочие модели ГАЗ,1991.0
2193228,2193228_1,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Polo,2010.0
2193228,2193228_2,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2114 и модификации,2005.0
2195531,2195531_1,Минивэны и универсалы повышенной вместимости,ВАЗ,Largus (Ларгус),2014.0
2197397,2197397_1,"С-класс (малый средний, компактный) до 4,3 м",SKODA,Rapid,2017.0
2197397,2197397_2,Бортовые грузовые автомобили,КАМАЗ,5321,2007.0
2195584,2195584_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ, Жигули  ВАЗ-2106 модификации,1985.0
2195584,2195584_2,Минивэны и универсалы повышенной вместимости,FAW,Bora,1999.0
2195584,2195584_3,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",1998.0
2194672,2194672_1,"В-класс (малый) до 3,9 м",ВАЗ,Priora,2007.0
2204725,2204725_1,"D-класс (средний) до 4,6 м",ВАЗ,Vesta (Веста),2018.0
2201302,2201302_1,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",1998.0
1778685,1778685_1,"С-класс (малый средний, компактный) до 4,3 м",GREAT WALL,Прочие модели Great Wall,2010.0
1784830,1784830_1,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Polo,2015.0
1785061,1785061_1,"А-класс (особо малый) до 3,5 м",HONDA,CR-V,2008.0
1782109,1782109_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2107 модификации,2004.0
1774336,1774336_1,Минивэны и универсалы повышенной вместимости,HONDA,Stepwgn,2010.0
1774336,1774336_2,Минивэны и универсалы повышенной вместимости,SUZUKI,Grand Vitara,2007.0
1774336,1774336_3,"В-класс (малый) до 3,9 м",RENAULT,Logan,2016.0
1782754,1782754_1,"В-класс (малый) до 3,9 м",TOYOTA,Прочие модели Toyota,1999.0
2833975,2833975_1,Персональное электрическое средство передвижения малой мощности,,,
2833975,2833975_2,"D-класс (средний) до 4,6 м",TOYOTA,Corolla,2005.0
2857682,2857682_1,Мотоциклы,Прочие марки ТС,Прочие марки и модели ТС,2020.0
2570551,2570551_1,"В-класс (малый) до 3,9 м",TOYOTA,Avensis,2007.0
2570551,2570551_2,"В-класс (малый) до 3,9 м",HONDA,Civic,2001.0
1782159,1782159_1,"В-класс (малый) до 3,9 м",TOYOTA,Corolla,1992.0
1782159,1782159_2,"В-класс (малый) до 3,9 м",FORD,Focus,2004.0
1783879,1783879_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,ВАЗ 2114 и модификации,2008.0
1783879,1783879_2,Одноэтажные длиной от 5 до 8 м,HYUNDAI,Прочие модели Hyundai,2010.0
1785238,1785238_1,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2013.0
