id,tags,category,region,longitude,latitude,datetime,light,weather,road_conditions,participants_count,participant_categories,severity,dead_count,injured_count
1536128,Дорожно-транспортные происшествия,Наезд на пешехода,Москва,37.5257,55.7213,2017-02-19 06:50:00,"В темное время суток, освещение включено",Пасмурно,"Мокрое, Неправильное применение, плохая видимость дорожных знаков",2,"Пешеходы, Все участники",С погибшими,1,1
1810543,Дорожно-транспортные происшествия,Наезд на препятствие,Оренбургская область,55.143267,51.77807,2019-08-30 19:05:00,Светлое время суток,Пасмурно,"Сухое, Отсутствие, плохая различимость горизонтальной разметки проезжей части, Отсутствие пешеходных ограждений в необходимых местах",1,Все участники,Тяжёлый,0,1
2407156,"Дорожно-транспортные происшествия, ДТП и пострадавшие дети в возрасте до 16 лет",Наезд на пешехода,Кемеровская область - Кузбасс,86.013031,56.083523,2020-02-05 16:20:00,Светлое время суток,Пасмурно,"Сужение проезжей части, наличие препятствий, затрудняющих движение транспортных средств, Недостатки зимнего содержания, Со снежным накатом",2,"Пешеходы, Дети, Все участники",Тяжёлый,0,1
1740578,Дорожно-транспортные происшествия,Наезд на пешехода,Пензенская область,43.6728,53.5303,2016-10-07 19:45:00,"В темное время суток, освещение включено","Пасмурно, Дождь","Отсутствие элементов обустройства остановочного пункта общественного пассажирского транспорта, Мокрое, Отсутствие дорожных знаков в необходимых местах",2,"Пешеходы, Все участники",Тяжёлый,0,1
2938090,Дорожно-транспортные происшествия,Столкновение,Иркутская область,104.290627,52.293855,2023-12-14 20:05:00,"В темное время суток, освещение включено","Ясно, Температура ниже -30С","Недостатки зимнего содержания, Гололедица",3,Все участники,Легкий,0,1
1902238,Дорожно-транспортные происшествия,Наезд на пешехода,Санкт-Петербург,30.345,59.9425,2016-12-15 20:55:00,"В темное время суток, освещение включено",Пасмурно,"Мокрое, Отсутствие дорожных знаков в необходимых местах",2,"Пешеходы, Все участники",Легкий,0,1
1639980,Дорожно-транспортные происшествия,Столкновение,Республика Башкортостан,56.003666,54.702445,2019-01-13 20:00:00,"В темное время суток, освещение включено",Ясно,"Недостатки зимнего содержания, Со снежным накатом",2,Все участники,Легкий,0,1
2892514,Дорожно-транспортные происшествия,Столкновение,Ставропольский край,44.244647,44.697732,2023-09-08 08:40:00,Светлое время суток,Ясно,Сухое,4,Все участники,С погибшими,1,2
2558992,Дорожно-транспортные происшествия,Наезд на пешехода,Краснодарский край,39.72329,43.618741,2021-04-02 21:30:00,"В темное время суток, освещение включено",Дождь,Мокрое,2,"Пешеходы, Все участники",Тяжёлый,0,1
1704761,Дорожно-транспортные происшествия,Наезд на велосипедиста,Краснодарский край,39.782943,46.134884,2018-12-25 17:05:00,"В темное время суток, освещение включено",Дождь,Мокрое,2,"Все участники, Велосипедисты",Легкий,0,1
