accident_id,vehicle_id,category,brand,model,manufacture_year
2031389,2031389_1,"В-класс (малый) до 3,9 м",ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",1996
2035449,2035449_1,Мопеды с двигателем внутреннего сгорания менее 50 см. куб.,APRILIA,RS 50,2010
2048092,2048092_1,"С-класс (малый средний, компактный) до 4,3 м",VOLKSWAGEN,Polo,2011
2048092,2048092_2,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,ВАЗ 2115 и модификации,2006
2697485,2697485_1,Прочие одноярусные,ГАЗ,Next,2017
2048842,2048842_1,"В-класс (малый) до 3,9 м",TOYOTA,Corolla,2002
2048842,2048842_2,"В-класс (малый) до 3,9 м",NISSAN,Cefiro,2002
2598905,2598905_1,"С-класс (малый средний, компактный) до 4,3 м",TOYOTA,Allex,2001
2598905,2598905_2,"С-класс (малый средний, компактный) до 4,3 м",HONDA,CR-V,2008
2696870,2696870_1,"С-класс (малый средний, компактный) до 4,3 м",FORD,Focus,2010
2696870,2696870_2,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,ВАЗ 2114 и модификации,2008
2796340,2796340_1,"С-класс (малый средний, компактный) до 4,3 м",VOLKSWAGEN,Polo,2020
2932480,2932480_1,"А-класс (особо малый) до 3,5 м",AUDI,A1,2011
2932480,2932480_2,Одноэтажные длиной от 5 до 8 м,ГАЗ,Прочие модели ГАЗ,2019
2043013,2043013_1,Одноэтажные длиной от 5 до 8 м,ГАЗ,"3221  Газель , 32217, 32213, 32212, 322172, 322132, 322133 и модификации",2000
2044531,2044531_1,"В-класс (малый) до 3,9 м",TOYOTA,Vitz,2010
2637879,2637879_1,"В-класс (малый) до 3,9 м",TOYOTA,Yaris,2009
2637879,2637879_2,"С-класс (малый средний, компактный) до 4,3 м",HYUNDAI,Solaris,2015
2042880,2042880_1,"С-класс (малый средний, компактный) до 4,3 м",LEXUS,RX,2001
2042880,2042880_2,"А-класс (особо малый) до 3,5 м",NISSAN,Cube,2000
2050692,2050692_1,"В-класс (малый) до 3,9 м",TOYOTA,Corolla,2003
2052797,2052797_1,"D-класс (средний) до 4,6 м",ВАЗ,Priora,2012
2045580,2045580_1,Иные ТС,,,
2051088,2051088_1,"D-класс (средний) до 4,6 м",SKODA,Прочие модели Skoda,2011
2047240,2047240_1,"В-класс (малый) до 3,9 м",NISSAN,Cefiro,1995
1818277,1818277_1,Фургоны,ГАЗ,"2705  Газель , 27057 и модификации",2008
1813270,1813270_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,ВАЗ 2115 и модификации,2008
1811165,1811165_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2107 модификации,2005
2900275,2900275_1,"В-класс (малый) до 3,9 м",KIA,Cerato,2019
2900275,2900275_2,Седельные тягачи,ГАЗ,Прочие модели ГАЗ,2019
1816630,1816630_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,Granta (Гранта),2014
1818687,1818687_1,"С-класс (малый средний, компактный) до 4,3 м",SKODA,Fabia,2012
1818687,1818687_2,Бортовые грузовые автомобили,Прочие марки ТС,Прочие марки и модели ТС,1987
2818105,2818105_1,"В-класс (малый) до 3,9 м",RENAULT,Kaptur,2019
2818105,2818105_2,"В-класс (малый) до 3,9 м",HYUNDAI,Getz,2007
1817802,1817802_1,"В-класс (малый) до 3,9 м",MAZDA,Mazda 3,2008
1817802,1817802_2,Велосипеды,,,
2738809,2738809_1,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2020
2738809,2738809_2,"В-класс (малый) до 3,9 м",ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",1997
2090684,2090684_1,"В-класс (малый) до 3,9 м",RENAULT,Logan,2010
2091020,2091020_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2107 модификации,2000
2094236,2094236_1,Минивэны и универсалы повышенной вместимости,MITSUBISHI,Прочие модели Mitsubishi,2012
2092452,2092452_1,"С-класс (малый средний, компактный) до 4,3 м",VOLKSWAGEN,Passat,1992
2092452,2092452_2,"В-класс (малый) до 3,9 м",TOYOTA,Auris,2011
2554453,2554453_1,Фургоны,MERCEDES,Sprinter,2015
2554453,2554453_2,"С-класс (малый средний, компактный) до 4,3 м",RENAULT,Megane,2009
2091184,2091184_1,"С-класс (малый средний, компактный) до 4,3 м",AUDI,100,1986
2645648,2645648_1,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2003
2645648,2645648_2,"С-класс (малый средний, компактный) до 4,3 м",TOYOTA,Corolla,2008
2632743,2632743_1,"С-класс (малый средний, компактный) до 4,3 м",MITSUBISHI,Lancer,2008
1745269,1745269_1,"С-класс (малый средний, компактный) до 4,3 м",OPEL,Astra,2001
1737260,1737260_1,Самосвалы,КАМАЗ,5511,1994
2610298,2610298_1,Одноэтажные длиной от 5 до 8 м,MERCEDES,Прочие модели Mercedes,2013
1746072,1746072_1,"Е-класс (высший средний, бизнес-класс) до 4,9 м",NISSAN,Teana,2012
1746072,1746072_2,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2107 модификации,2007
1746072,1746072_3,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2112 и модификации,2007
1746072,1746072_4,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2111, 21110 (универсал), 21113, 21114",2008
2951607,2951607_1,"В-класс (малый) до 3,9 м",ВАЗ,Kalina,2012
2925485,2925485_1,"D-класс (средний) до 4,6 м",TOYOTA,RAV 4,2012
2925485,2925485_2,"D-класс (средний) до 4,6 м",HYUNDAI,Santa FE,2008
2657671,2657671_1,"В-класс (малый) до 3,9 м",ВАЗ,Kalina,2010
2657671,2657671_2,Седельные тягачи,VOLVO,Прочие модели Volvo,2008
2844308,2844308_1,"В-класс (малый) до 3,9 м",ВАЗ,Kalina,2005
2844308,2844308_2,Седельные тягачи,VOLVO,FH,2019
1739169,1739169_1,Седельные тягачи,VOLVO,Прочие модели Volvo,2013
1739169,1739169_2,Прочие легковые автомобили,KIA,Soul,2013
1739776,1739776_1,"С-класс (малый средний, компактный) до 4,3 м",OPEL,Astra,2007
1674584,1674584_1,"В-класс (малый) до 3,9 м",ВАЗ,Kalina,2014
1674584,1674584_2,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,Granta (Гранта),2012
2750130,2750130_1,"С-класс (малый средний, компактный) до 4,3 м",NISSAN,X-Trail,2008
2750130,2750130_2,"В-класс (малый) до 3,9 м",ВАЗ,Largus (Ларгус),2017
2750130,2750130_3,"С-класс (малый средний, компактный) до 4,3 м",SKODA,Octavia,2009
2750130,2750130_4,"С-класс (малый средний, компактный) до 4,3 м",KIA,Soul,2017
2870343,2870343_1,Прочие легковые автомобили,RENAULT,Logan,2014
2870343,2870343_2,Седельные тягачи,VOLVO,FH,2018
2722985,2722985_1,"С-класс (малый средний, компактный) до 4,3 м",FORD,Focus,2005
2722985,2722985_2,"D-класс (средний) до 4,6 м",VOLKSWAGEN,Passat,2008
2787557,2787557_1,"D-класс (средний) до 4,6 м",ВАЗ,Granta (Гранта),2016
2787557,2787557_2,"С-класс (малый средний, компактный) до 4,3 м",TOYOTA,Auris,2007
2787557,2787557_3,"Е-класс (высший средний, бизнес-класс) до 4,9 м",TOYOTA,Hilux,2017
2736772,2736772_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,ВАЗ 2115 и модификации,2005
1671019,1671019_1,"В-класс (малый) до 3,9 м",KIA,Rio,2014
1671019,1671019_2,"D-класс (средний) до 4,6 м",JEEP,Cherokee,2006
1670420,1670420_1,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2112 и модификации,2002
1670420,1670420_2,"В-класс (малый) до 3,9 м",RENAULT,Duster,2012
1671582,1671582_1,Мотоциклы,ИЖ,Планета,
1673284,1673284_1,"А-класс (особо малый) до 3,5 м",ВАЗ,ВАЗ 2114 и модификации,2004
1683012,1683012_1,"В-класс (малый) до 3,9 м",LIFAN,Прочие модели Lifan,2014
1676808,1676808_1,"D-класс (средний) до 4,6 м",ГАЗ,"ГАЗ 3110, 3110-101, 3110-111, 3110-311, 3110-331, 3110-341, 3110-411, 3110-441, 3110-600",2005
2671904,2671904_1,"В-класс (малый) до 3,9 м",,,
1670561,1670561_1,"С-класс (малый средний, компактный) до 4,3 м",TOYOTA,Auris,1999
1670561,1670561_2,"С-класс (малый средний, компактный) до 4,3 м",HYUNDAI,Solaris,2013
1678033,1678033_1,Минивэны и универсалы повышенной вместимости,HONDA,CR-V,2013
1678033,1678033_2,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,ВАЗ 2114 и модификации,2008
1678033,1678033_3,Бортовые,УАЗ,2360,2012
1678033,1678033_4,Фургоны,ГАЗ,Прочие модели ГАЗ,2013
1667155,1667155_1,"В-класс (малый) до 3,9 м",DAEWOO,Nexia,2012
1677515,1677515_1,Прочие одноярусные,MERCEDES,Прочие модели Mercedes,2013
1675495,1675495_1,Легковые автомобили (без типа),ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",2004
2386563,2386563_1,"А-класс (особо малый) до 3,5 м",MAZDA,Demio,2008
2384133,2384133_1,Самосвалы,HOWO,Прочие модели Howo,2008
2388288,2388288_1,"В-класс (малый) до 3,9 м",TOYOTA,Прочие модели Toyota,2009
2802948,2802948_1,"В-класс (малый) до 3,9 м",TOYOTA,Prius,2009
2399793,2399793_1,"В-класс (малый) до 3,9 м",FORD,Kuga,2012
2399793,2399793_2,Прочие легковые автомобили,FORD,Прочие модели Ford,1998
2388985,2388985_1,"В-класс (малый) до 3,9 м",TOYOTA,Kluger,2001
2389920,2389920_1,"В-класс (малый) до 3,9 м",RENAULT,Прочие модели Renault,2014
2397009,2397009_1,"В-класс (малый) до 3,9 м",LEXUS,RX,2009
2397009,2397009_2,"В-класс (малый) до 3,9 м",SUBARU,Legacy,2009
2397009,2397009_3,"В-класс (малый) до 3,9 м",TOYOTA,Прочие модели Toyota,2005
2566133,2566133_1,Прочие легковые автомобили,NISSAN,Datsun,1988
2388496,2388496_1,"D-класс (средний) до 4,6 м",NISSAN,Прочие марки Nissan,2002
2388496,2388496_2,"D-класс (средний) до 4,6 м",TOYOTA,Caldina,1998
2841455,2841455_1,"В-класс (малый) до 3,9 м",NISSAN,Wingroad,1997
2841455,2841455_2,"В-класс (малый) до 3,9 м",TOYOTA,Land Cruiser,2013
2383937,2383937_1,"В-класс (малый) до 3,9 м",TOYOTA,Land Cruiser,2010
2383937,2383937_2,Прочие легковые автомобили,MITSUBISHI,Delica,1999
2392158,2392158_1,"А-класс (особо малый) до 3,5 м",TOYOTA,Crown,1991
2392761,2392761_1,Прочие легковые автомобили,УАЗ,Прочие модели УАЗ,2018
2389659,2389659_1,"С-класс (малый средний, компактный) до 4,3 м",TOYOTA,Corolla,2000
2298416,2298416_1,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2115 и модификации,2002
2298416,2298416_2,Седельные тягачи,DAF,XF105 series,2012
2301584,2301584_1,"В-класс (малый) до 3,9 м",DAEWOO,Прочие модели Daewoo,2005
2301584,2301584_2,Седельные тягачи,DAF,Прочие модели DAF,2019
2301584,2301584_3,Бортовые грузовые автомобили,DAF,Прочие модели DAF,2003
2301584,2301584_4,Прочие грузовые автомобили,MERCEDES,Прочие модели Mercedes,2017
2299283,2299283_1,"С-класс (малый средний, компактный) до 4,3 м",VOLKSWAGEN,Golf,2009
2865476,2865476_1,"В-класс (малый) до 3,9 м",Прочие марки ТС,Прочие марки и модели ТС,2017
2299692,2299692_1,"В-класс (малый) до 3,9 м",MITSUBISHI,Lancer,2007
2303975,2303975_1,"В-класс (малый) до 3,9 м",FORD,C-MAX,2006
2303975,2303975_2,"В-класс (малый) до 3,9 м",NISSAN,X-Trail,2013
2606571,2606571_1,"В-класс (малый) до 3,9 м",FORD,Ranger,2008
2641352,2641352_1,"В-класс (малый) до 3,9 м",HYUNDAI,Sonata,2020
2641352,2641352_2,"В-класс (малый) до 3,9 м",RENAULT,Прочие модели Renault,2009
2302123,2302123_1,"В-класс (малый) до 3,9 м",PEUGEOT,307,2005
2301522,2301522_1,Одноэтажные длиной от 8 до 12 м,МАЗ-МАН,Прочие модели МАЗ-МАН,2015
2447029,2447029_1,Прочие легковые автомобили,SUZUKI,Alto,2008
2447029,2447029_2,Прочие легковые автомобили,OPEL,Astra,2007
2921084,2921084_1,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2112 и модификации,2001
2921084,2921084_2,Одноэтажные длиной не более 5 м,ГАЗ,Прочие модели ГАЗ,2015
2023387,2023387_1,"С-класс (малый средний, компактный) до 4,3 м",TOYOTA,Corona,2000
2023387,2023387_2,"С-класс (малый средний, компактный) до 4,3 м",TOYOTA,Camry,2017
2024265,2024265_1,Тракторы,Прочие марки ТС,Прочие марки и модели ТС,1989
2518444,2518444_1,Минивэны и универсалы повышенной вместимости,HONDA,Stepwgn,2000
2869902,2869902_1,"А-класс (особо малый) до 3,5 м",ВАЗ,ВАЗ 2114 и модификации,2007
2869902,2869902_2,"А-класс (особо малый) до 3,5 м",ВАЗ,Granta (Гранта),2023
2761805,2761805_1,Прочие легковые автомобили,TOYOTA,Corolla,2013
2923237,2923237_1,Прочие легковые автомобили,ВАЗ,Priora,2008
2923237,2923237_2,Прочие легковые автомобили,ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2002
2477984,2477984_1,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2114 и модификации,2012
1650613,1650613_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2107 модификации,2009
2478034,2478034_1,"А-класс (особо малый) до 3,5 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2000
2478034,2478034_2,Велосипеды,,,
1653425,1653425_1,Самосвалы,УРАЛ,Прочие модели Урал,2010
1653425,1653425_2,Фургоны,ГАЗ,Прочие модели ГАЗ,2013
1653425,1653425_3,"С-класс (малый средний, компактный) до 4,3 м",TOYOTA,Land Cruiser,2013
1653425,1653425_4,"В-класс (малый) до 3,9 м",KIA,Прочие модели KIA,2010
2492736,2492736_1,Цистерны,КАМАЗ,Прочие модели КАМАЗ,2012
2492736,2492736_2,Прочие легковые автомобили,DAEWOO,Nexia,2007
1631477,1631477_1,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2115 и модификации,2005
2806348,2806348_1,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2021
1634406,1634406_1,Прочие легковые автомобили,HYUNDAI,Accent,2006
1634406,1634406_2,Прочие легковые автомобили,ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2007
1638609,1638609_1,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2000
2478099,2478099_1,"В-класс (малый) до 3,9 м",MAZDA,Mx-3,2014
2478099,2478099_2,"В-класс (малый) до 3,9 м",HYUNDAI,Solaris,2018
1644443,1644443_1,"В-класс (малый) до 3,9 м",,,
2942216,2942216_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2107 модификации,2007
2942216,2942216_2,"В-класс (малый) до 3,9 м",RENAULT,Logan,2017
2722807,2722807_1,"В-класс (малый) до 3,9 м",ВАЗ,Vesta (Веста),2020
1638922,1638922_1,"В-класс (малый) до 3,9 м",TOYOTA,Venza,2009
1653024,1653024_1,Минивэны и универсалы повышенной вместимости,MITSUBISHI,Outlander,2014
1654434,1654434_1,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2115 и модификации,2008
1654434,1654434_2,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2014
1635626,1635626_1,Прочие легковые автомобили,DAEWOO,Nexia,2011
1635626,1635626_2,"Автокраны и транспортные средства, оснащенные кранами-манипуляторами",КАМАЗ,Прочие модели КАМАЗ,2004
1647219,1647219_1,Седельные тягачи,SCANIA,113,1990
1647219,1647219_2,"В-класс (малый) до 3,9 м",RENAULT,Megane,2008
1635555,1635555_1,Прочие одноярусные,НефАЗ,5299-30-31 низкопольный,2016
1650899,1650899_1,"А-класс (особо малый) до 3,5 м",DAEWOO,Matiz,2012
2285731,2285731_1,"В-класс (малый) до 3,9 м",HONDA,CR-V,1996
2288928,2288928_1,"В-класс (малый) до 3,9 м",,,
2288928,2288928_2,Мопеды с двигателем внутреннего сгорания менее 50 см. куб.,Прочие марки ТС,Прочие марки и модели ТС,2000
2577827,2577827_1,"С-класс (малый средний, компактный) до 4,3 м",FIAT,Albea,2010
2283713,2283713_1,Бортовые грузовые автомобили,NISSAN,Прочие марки Nissan,2003
2283846,2283846_1,Одноэтажные длиной не более 5 м,KIA,Besta,1995
2286496,2286496_1,"С-класс (малый средний, компактный) до 4,3 м",TOYOTA,Прочие модели Toyota,1996
2289571,2289571_1,Минивэны и универсалы повышенной вместимости,TOYOTA,RAV 4,2000
2289571,2289571_2,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2106 модификации,1998
2287740,2287740_1,Фургоны,MITSUBISHI,Прочие модели Mitsubishi,2014
2287740,2287740_2,"Е-класс (высший средний, бизнес-класс) до 4,9 м",LEXUS,RX,2001
2283754,2283754_1,Прочие легковые автомобили,TOYOTA,Corolla,2004
2283926,2283926_1,Одноэтажные длиной от 5 до 8 м,FORD,Transit 460,2010
2283926,2283926_2,"С-класс (малый средний, компактный) до 4,3 м",MAZDA,Прочие модели Mazda,2001
2283623,2283623_1,Минивэны и универсалы повышенной вместимости,TOYOTA,Corolla,2002
1823412,1823412_1,Прочие легковые автомобили,ВАЗ,Priora,2015
1823412,1823412_2,Мотоциклы,TOYOTA,Прочие модели Toyota,2000
1823412,1823412_3,Прочие легковые автомобили,FORD,Focus,2013
1826655,1826655_1,"С-класс (малый средний, компактный) до 4,3 м",TOYOTA,Camry,2009
2681586,2681586_1,"В-класс (малый) до 3,9 м",ВАЗ,Priora,2009
2681586,2681586_2,"С-класс (малый средний, компактный) до 4,3 м",NISSAN,Teana,2010
2681586,2681586_3,"В-класс (малый) до 3,9 м",TOYOTA,Corolla,2014
1827551,1827551_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2107 модификации,2007
1827551,1827551_2,Самосвалы,МАЗ-МАН,Прочие модели МАЗ-МАН,2008
1829292,1829292_1,"В-класс (малый) до 3,9 м",ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",2003
1829292,1829292_2,Прочие одноярусные,ГАЗ,Прочие модели ГАЗ,2007
2681384,2681384_1,Прочие легковые автомобили,ВАЗ,Kalina,2011
2681384,2681384_2,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2107 модификации,2010
1825860,1825860_1,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2002
1825860,1825860_2,Велосипеды,,,
2952343,2952343_1,"В-класс (малый) до 3,9 м",GEELY,Emgrand,2014
1732691,1732691_1,Самосвалы,КАМАЗ,Прочие модели КАМАЗ,2013
1732691,1732691_2,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2006
2776065,2776065_1,"В-класс (малый) до 3,9 м",TOYOTA,Camry,2008
2776065,2776065_2,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Polo,2010
2776065,2776065_3,Седельные тягачи,VOLVO,Прочие модели Volvo,2010
1734535,1734535_1,Прочие одноярусные,ПАЗ,3204,2018
1735018,1735018_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,Priora,2013
1658644,1658644_1,"В-класс (малый) до 3,9 м",NISSAN,Almera,2013
2671479,2671479_1,Прочие легковые автомобили,LAND ROVER,Range Rover,2015
2549739,2549739_1,"В-класс (малый) до 3,9 м",SKODA,Octavia,2011
2549739,2549739_2,Седельные тягачи,SCANIA,Прочие модели Scania,2017
2506859,2506859_1,"В-класс (малый) до 3,9 м",RENAULT,Duster,2016
1658040,1658040_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,ВАЗ 2114 и модификации,2006
1658443,1658443_1,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Polo,2016
2711204,2711204_1,"С-класс (малый средний, компактный) до 4,3 м",HYUNDAI,Santa FE,2008
2711204,2711204_2,"В-класс (малый) до 3,9 м",TOYOTA,Corsa,1998
2711204,2711204_3,"В-класс (малый) до 3,9 м",MERCEDES,E-класс,2004
2792284,2792284_1,"В-класс (малый) до 3,9 м",ВАЗ,Kalina,2008
2792284,2792284_2,Прочие легковые автомобили,HYUNDAI,Creta,2017
1895512,1895512_1,Велосипеды,,,
1895512,1895512_2,Прочие легковые автомобили,SKODA,Octavia,2012
2792344,2792344_1,Прочие легковые автомобили,MITSUBISHI,Outlander,2015
2792344,2792344_2,"А-класс (особо малый) до 3,5 м",CHEVROLET,Прочие модели Chevrolet,2020
1893955,1893955_1,"В-класс (малый) до 3,9 м",RENAULT,Sandero,2013
1893955,1893955_2,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Jetta,2012
1893499,1893499_1,Прочие легковые автомобили,ВАЗ,ВАЗ 2123 и модификации,2004
1893290,1893290_1,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Golf,2012
2792304,2792304_1,"В-класс (малый) до 3,9 м",RENAULT,Logan,2013
2792304,2792304_2,Прочие легковые автомобили,ВАЗ,ВАЗ 2123 и модификации,2008
2684867,2684867_1,Мотоциклы,LIFAN,Прочие модели Lifan,2014
2552031,2552031_1,Фургоны,PEUGEOT,Boxer,2014
2606548,2606548_1,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2002
2606548,2606548_2,"С-класс (малый средний, компактный) до 4,3 м",MAZDA,Mazda 6,2013
2543608,2543608_1,"В-класс (малый) до 3,9 м",RENAULT,Прочие модели Renault,2018
2543608,2543608_2,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2019
2072571,2072571_1,"С-класс (малый средний, компактный) до 4,3 м",MITSUBISHI,Lancer,2004
2077045,2077045_1,Мопеды с двигателем внутреннего сгорания менее 50 см. куб.,,,
2080698,2080698_1,"В-класс (малый) до 3,9 м",HYUNDAI,Matrix,2003
2080698,2080698_2,Мопеды с двигателем внутреннего сгорания менее 50 см. куб.,HONDA,Прочие модели Honda,2008
2597667,2597667_1,"В-класс (малый) до 3,9 м",CITROEN,C3,2010
2079169,2079169_1,Прочие легковые автомобили,VOLKSWAGEN,Multivan,2009
2079169,2079169_2,Седельные тягачи,VOLVO,FH,2017
2076723,2076723_1,Иные ТС,,,
2080688,2080688_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ, Жигули  ВАЗ-2106 модификации,1986
2080688,2080688_2,Мотоциклы,BMW,Прочие модели BMW,1996
2073544,2073544_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2104 модификации,1999
2076052,2076052_1,"В-класс (малый) до 3,9 м",SKODA,Rapid,2014
2076052,2076052_2,Седельные тягачи,DAF,XF105 series,2013
2076052,2076052_3,"В-класс (малый) до 3,9 м",AUDI,А6,2008
2698876,2698876_1,Мотоциклы,HONDA,Hornet,2001
2698876,2698876_2,"В-класс (малый) до 3,9 м",SKODA,Felicia,1997
2892305,2892305_1,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2113 и модификации,2010
2892305,2892305_2,Мопеды с двигателем внутреннего сгорания менее 50 см. куб.,Прочие марки ТС,Прочие марки и модели ТС,2017
2185988,2185988_1,"В-класс (малый) до 3,9 м",TOYOTA,Corolla,2007
2185988,2185988_2,"В-класс (малый) до 3,9 м",DAEWOO,Matiz,2005
2185988,2185988_3,Фургоны,ГАЗ,Прочие модели ГАЗ,2014
2225412,2225412_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2107 модификации,2007
2225412,2225412_2,Фургоны,ГАЗ,Прочие модели ГАЗ,2017
2228835,2228835_1,Седельные тягачи,DAF,XF105 series,2012
2228835,2228835_2,Минивэны и универсалы повышенной вместимости,MERCEDES,GL,2010
2229259,2229259_1,Прочие легковые автомобили,MITSUBISHI,Прочие модели Mitsubishi,2010
2229259,2229259_2,Мотоциклы,Прочие марки мотоциклов,Прочие марки мотоциклов,2013
2227606,2227606_1,Прочие легковые автомобили,ВАЗ,Granta (Гранта),2015
2402430,2402430_1,"С-класс (малый средний, компактный) до 4,3 м",УАЗ,Прочие модели УАЗ,2010
2402430,2402430_2,"С-класс (малый средний, компактный) до 4,3 м",TOYOTA,Nadia,1999
2404062,2404062_1,"А-класс (особо малый) до 3,5 м",TOYOTA,Прочие модели Toyota,2010
2404062,2404062_2,Мопеды с двигателем внутреннего сгорания менее 50 см. куб.,Прочие марки ТС,Прочие марки и модели ТС,2001
2620781,2620781_1,Прочие одноярусные,ГАЗ,"3221  Газель , 32217, 32213, 32212, 322172, 322132, 322133 и модификации",2013
2620781,2620781_2,Прочие легковые автомобили,VOLKSWAGEN,Caravelle,2014
2646438,2646438_1,Прочие легковые автомобили,MAZDA,Mazda 3,2007
2739037,2739037_1,"А-класс (особо малый) до 3,5 м",SKODA,Octavia,2014
1833024,1833024_1,"А-класс (особо малый) до 3,5 м",ВАЗ,Kalina,2012
1833024,1833024_2,Седельные тягачи,КАМАЗ,4311,2012
1833024,1833024_3,"А-класс (особо малый) до 3,5 м",ВАЗ,Priora,2016
1856811,1856811_1,Седельные тягачи,КАМАЗ,6511,2015
1856811,1856811_2,"А-класс (особо малый) до 3,5 м",RENAULT,Прочие модели Renault,2016
2872922,2872922_1,"В-класс (малый) до 3,9 м",ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",2003
2601316,2601316_1,"В-класс (малый) до 3,9 м",RENAULT,Sandero,2012
1851455,1851455_1,Бортовые грузовые автомобили,MITSUBISHI,Прочие модели Mitsubishi,2019
1851455,1851455_2,Седельные тягачи,КАМАЗ,5411,2001
1856528,1856528_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,ВАЗ 2115 и модификации,2005
1856528,1856528_2,"С-класс (малый средний, компактный) до 4,3 м",TOYOTA,Corolla,2013
1850146,1850146_1,"D-класс (средний) до 4,6 м",ВАЗ,Priora,2010
2621138,2621138_1,"В-класс (малый) до 3,9 м",RENAULT,Kangoo,2010
2621138,2621138_2,"В-класс (малый) до 3,9 м",ВАЗ,Kalina,2010
1837133,1837133_1,"В-класс (малый) до 3,9 м",BMW,Прочие модели BMW,2011
2858842,2858842_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2107 модификации,2005
2858842,2858842_2,Экскаваторы,Прочие марки ТС,Прочие марки и модели ТС,2019
1846481,1846481_1,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2016
2581949,2581949_1,"В-класс (малый) до 3,9 м",ВАЗ,Kalina,2010
2581949,2581949_2,"В-класс (малый) до 3,9 м",SKODA,Octavia,2014
1853466,1853466_1,Фургоны,FIAT,Ducato,2008
1845284,1845284_1,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2006
1845284,1845284_2,"В-класс (малый) до 3,9 м",ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",2001
1856143,1856143_1,Прочие одноярусные,НефАЗ,5299-10-33,2018
1848696,1848696_1,Фургоны,ВАЗ,Прочие модели ВАЗ,2010
1848696,1848696_2,"В-класс (малый) до 3,9 м",ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",2003
1856019,1856019_1,"С-класс (малый средний, компактный) до 4,3 м",KIA,Ceed,2013
1856019,1856019_2,"С-класс (малый средний, компактный) до 4,3 м",FORD,Focus,2013
