accident_id,vehicle_id,category,brand,model,manufacture_year
1856019,1856019_3,Минивэны и универсалы повышенной вместимости,NISSAN,Terrano,2019
1837608,1837608_1,"А-класс (особо малый) до 3,5 м",KIA,Picanto,2009
1856568,1856568_1,"В-класс (малый) до 3,9 м",DAEWOO,Matiz,2012
1836388,1836388_1,"А-класс (особо малый) до 3,5 м",MERCEDES,ML,2013
1836388,1836388_2,"А-класс (особо малый) до 3,5 м",SKODA,Octavia,2015
2277285,2277285_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2003
2503220,2503220_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,ВАЗ 2112 и модификации,2004
2503220,2503220_2,Прочие легковые автомобили,ГАЗ,"2705  Газель , 27057 и модификации",2008
1962301,1962301_1,"D-класс (средний) до 4,6 м",NISSAN,Almera,2011
1962301,1962301_2,Бортовые грузовые автомобили,ГАЗ,"33023, 330232, 330273 и модификации",2007
1955368,1955368_1,Бортовые грузовые автомобили,ГАЗ,Прочие модели ГАЗ,2012
1955368,1955368_2,Седельные тягачи,MAN,Прочие модели Man,2011
1955368,1955368_3,Седельные тягачи,VOLVO,FH,2017
1958033,1958033_1,Велосипеды,Прочие марки ТС,Прочие марки и модели ТС,
1958033,1958033_2,"С-класс (малый средний, компактный) до 4,3 м",KIA,Ceed,2014
1962680,1962680_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,ВАЗ 2114 и модификации,2013
1962680,1962680_2,"D-класс (средний) до 4,6 м",MITSUBISHI,Lancer,2010
1959824,1959824_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",1998
1957845,1957845_1,Мотоциклы,УРАЛ,Прочие модели Урал,1993
1955229,1955229_1,"D-класс (средний) до 4,6 м",NISSAN,Qashgai,2007
2691832,2691832_1,Бортовые грузовые автомобили,ГАЗ,Next,2018
2691832,2691832_2,"Е-класс (высший средний, бизнес-класс) до 4,9 м",BMW,X5,2020
2889182,2889182_1,"С-класс (малый средний, компактный) до 4,3 м",RENAULT,Sandero,2018
2889182,2889182_2,"С-класс (малый средний, компактный) до 4,3 м",CHEVROLET,Aveo,2008
2889182,2889182_3,"Е-класс (высший средний, бизнес-класс) до 4,9 м",VOLKSWAGEN,Tiguan,2017
1956794,1956794_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ, Жигули  ВАЗ-2107 модификации,2002
1962411,1962411_1,"А-класс (особо малый) до 3,5 м",DAEWOO,Matiz,2013
1963917,1963917_1,"D-класс (средний) до 4,6 м",ВАЗ,Largus (Ларгус),2014
1963917,1963917_2,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,ВАЗ 2113 и модификации,2008
2784423,2784423_1,"В-класс (малый) до 3,9 м",KIA,Rio,2021
2784423,2784423_2,"В-класс (малый) до 3,9 м",KIA,Rio,2017
2540421,2540421_1,"В-класс (малый) до 3,9 м",ВАЗ,Kalina,2013
2430971,2430971_1,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2114 и модификации,2008
2430971,2430971_2,"В-класс (малый) до 3,9 м",ВАЗ,Priora,2009
2432370,2432370_1,"В-класс (малый) до 3,9 м",HYUNDAI,Solaris,2012
2432370,2432370_2,"В-класс (малый) до 3,9 м",HYUNDAI,Accent,2008
2441229,2441229_1,"С-класс (малый средний, компактный) до 4,3 м",MAZDA,Mazda 3,2005
2585014,2585014_1,"В-класс (малый) до 3,9 м",OPEL,Astra,2008
2425943,2425943_1,"В-класс (малый) до 3,9 м",ВАЗ,Прочие модели ВАЗ,2013
2425943,2425943_2,Мопеды с двигателем внутреннего сгорания менее 50 см. куб.,Прочие марки ТС,Прочие марки и модели ТС,
2425981,2425981_1,Минивэны и универсалы повышенной вместимости,KIA,Sportage,2012
2425981,2425981_2,"В-класс (малый) до 3,9 м",OPEL,Astra,2011
2439618,2439618_1,"В-класс (малый) до 3,9 м",GEELY,Emgrand,2012
2443824,2443824_1,Фургоны,ГАЗ,Прочие модели ГАЗ,2014
2444536,2444536_1,"В-класс (малый) до 3,9 м",KIA,Sportage,2011
2432298,2432298_1,"В-класс (малый) до 3,9 м",HYUNDAI,Solaris,2014
2629976,2629976_1,Прочие легковые автомобили,HYUNDAI,Solaris,2011
2629976,2629976_2,Прочие легковые автомобили,ВАЗ,Vesta (Веста),2018
2629976,2629976_3,Прочие легковые автомобили,ВАЗ,Granta (Гранта),2021
2540348,2540348_1,"В-класс (малый) до 3,9 м",OPEL,Corsa,2003
2429126,2429126_1,"С-класс (малый средний, компактный) до 4,3 м",CHEVROLET,Cruze,2013
2439251,2439251_1,"В-класс (малый) до 3,9 м",OPEL,Vectra,1998
2444230,2444230_1,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2000
2436592,2436592_1,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Passat,2000
2437530,2437530_1,"В-класс (малый) до 3,9 м",NISSAN,Almera,2014
2439887,2439887_1,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2004
2439887,2439887_2,Мопеды с двигателем внутреннего сгорания более 50 см. куб.,Прочие марки ТС,Прочие марки и модели ТС,2017
2967007,2967007_1,"В-класс (малый) до 3,9 м",ВАЗ,Priora,2010
2967007,2967007_2,"С-класс (малый средний, компактный) до 4,3 м",CHEVROLET,Cobalt,2013
2853191,2853191_1,Седельные тягачи,КАМАЗ,Прочие модели КАМАЗ,2018
2853191,2853191_2,Фургоны,ГАЗ,"33023, 330232, 330273 и модификации",1994
2853191,2853191_3,Седельные тягачи,VOLVO,FH,2018
2853191,2853191_4,"В-класс (малый) до 3,9 м",ГАЗ,"ГАЗ 24, 24-01, 24-02, 24-03, 24-04, 24-07, 24-10, 24-11, 24-12, 24-13, 24-17, 24-25 и модификации",1980
2444016,2444016_1,"С-класс (малый средний, компактный) до 4,3 м",SSANGYONG,Actyon,2012
2444016,2444016_2,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ, Жигули  ВАЗ-2106 модификации,1986
2949043,2949043_1,"В-класс (малый) до 3,9 м",ВАЗ,Vesta (Веста),2021
2436512,2436512_1,"В-класс (малый) до 3,9 м",FIAT,Albea,2011
2437102,2437102_1,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Passat,2003
2430628,2430628_1,"А-класс (особо малый) до 3,5 м",MITSUBISHI,Lancer,2008
2772555,2772555_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2107 модификации,2002
2429849,2429849_1,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Polo,2017
2429849,2429849_2,"В-класс (малый) до 3,9 м",ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",2002
2434729,2434729_1,Велосипеды,BETA,Прочие модели Beta,
2434729,2434729_2,"С-класс (малый средний, компактный) до 4,3 м",HYUNDAI,Accent,2010
2438788,2438788_1,"D-класс (средний) до 4,6 м",AUDI,А4,2001
2440051,2440051_1,"С-класс (малый средний, компактный) до 4,3 м",SUZUKI,SX4,2008
2440051,2440051_2,Мотороллеры,HONDA,Прочие модели Honda,2004
2069717,2069717_1,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2111, 21110 (универсал), 21113, 21114",2013
2069717,2069717_2,"В-класс (малый) до 3,9 м",TOYOTA,Mark II,1995
2071586,2071586_1,"С-класс (малый средний, компактный) до 4,3 м",SUZUKI,Escudo,2004
2071586,2071586_2,"С-класс (малый средний, компактный) до 4,3 м",SUZUKI,Escudo,2005
2069076,2069076_1,"В-класс (малый) до 3,9 м",NISSAN,X-Trail,2013
2069076,2069076_2,"В-класс (малый) до 3,9 м",DAIHATSU,Terios,1997
2564972,2564972_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2106 модификации,1999
2564972,2564972_2,Седельные тягачи,SCANIA,Прочие модели Scania,2012
2259480,2259480_1,Самосвалы,КАМАЗ,6511,2014
2256985,2256985_1,Минивэны и универсалы повышенной вместимости,VOLKSWAGEN,Tiguan,2016
2256985,2256985_2,Минивэны и универсалы повышенной вместимости,ВАЗ,ВАЗ 2113 и модификации,1999
2589304,2589304_1,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2000
2589304,2589304_2,Прочие легковые автомобили,ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2005
2272068,2272068_1,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2114 и модификации,2006
2272560,2272560_1,Снегоходы,BAJAJ,Прочие модели BAJAJ,2017
2264395,2264395_1,"В-класс (малый) до 3,9 м",TOYOTA,Camry,2008
2273112,2273112_1,"В-класс (малый) до 3,9 м",ВАЗ,Priora,2012
2273112,2273112_2,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2106 модификации,1996
2745654,2745654_1,"В-класс (малый) до 3,9 м",TOYOTA,RAV 4,2006
2745654,2745654_2,"В-класс (малый) до 3,9 м",CHEVROLET,Прочие модели Chevrolet,2007
2827004,2827004_1,"В-класс (малый) до 3,9 м",HYUNDAI,Solaris,2020
2827066,2827066_1,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2114 и модификации,2004
2827068,2827068_1,Минивэны и универсалы повышенной вместимости,CHEVROLET,Прочие модели Chevrolet,2011
2267640,2267640_1,"В-класс (малый) до 3,9 м",CHEVROLET,Прочие модели Chevrolet,2008
2267640,2267640_2,"В-класс (малый) до 3,9 м",Datsun,on-DO,2019
2268144,2268144_1,"В-класс (малый) до 3,9 м",HYUNDAI,Прочие модели Hyundai,2008
2275842,2275842_1,"В-класс (малый) до 3,9 м",,,
2257514,2257514_1,"В-класс (малый) до 3,9 м",CHEVROLET,Lacetti,2012
2262870,2262870_1,Самосвалы,КАМАЗ,5511,2000
2263595,2263595_1,Спецтехника (без типа),КАМАЗ,5633,2013
2263995,2263995_1,Троллейбусы,ЗИД,50,2009
2265627,2265627_1,"С-класс (малый средний, компактный) до 4,3 м",FORD,Escape,2008
2265627,2265627_2,"С-класс (малый средний, компактный) до 4,3 м",LIFAN,Прочие модели Lifan,2013
2770295,2770295_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,Vesta (Веста),2021
2770295,2770295_2,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,Kalina,2008
2267073,2267073_1,Прочие одноэтажные,МАЗ,Прочие модели МАЗ,2012
2267073,2267073_2,"В-класс (малый) до 3,9 м",ВАЗ,Kalina,2010
2265684,2265684_1,Одноэтажные длиной не более 5 м,CITROEN,Прочие модели CITROEN,2011
2265684,2265684_2,"С-класс (малый средний, компактный) до 4,3 м",KIA,Прочие модели KIA,2012
2260543,2260543_1,Одноэтажные длиной не более 5 м,Прочие марки автобусов,Прочие марки автобусов,2011
2256032,2256032_1,"С-класс (малый средний, компактный) до 4,3 м",SKODA,Yeti,2015
2256032,2256032_2,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,Kalina,2010
2261971,2261971_1,Троллейбусы,Прочие марки ТС,Прочие марки и модели ТС,1998
2256472,2256472_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,Granta (Гранта),2014
2256472,2256472_2,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ, Жигули  ВАЗ-2104 модификации,1991
2256800,2256800_1,"В-класс (малый) до 3,9 м",ВАЗ,Kalina,2006
2274312,2274312_1,"С-класс (малый средний, компактный) до 4,3 м",OPEL,Astra,2011
2528186,2528186_1,Прочие легковые автомобили,MERCEDES,CL-класс,2015
2726187,2726187_1,Троллейбусы,Прочие марки ТС,Прочие марки и модели ТС,2017
1916704,1916704_1,"В-класс (малый) до 3,9 м",ВАЗ,Priora,2011
1916704,1916704_2,"С-класс (малый средний, компактный) до 4,3 м",NISSAN,Tiida,2013
1916704,1916704_3,Фургоны,ГАЗ,Прочие модели ГАЗ,2004
2808638,2808638_1,"С-класс (малый средний, компактный) до 4,3 м",HYUNDAI,Creta,2020
2808638,2808638_2,"С-класс (малый средний, компактный) до 4,3 м",AUDI,Q7,2014
1902710,1902710_1,"В-класс (малый) до 3,9 м",AUDI,А3,2011
1907270,1907270_1,Одноэтажные длиной от 8 до 12 м,ПАЗ,3204,2016
1907270,1907270_2,"С-класс (малый средний, компактный) до 4,3 м",MERCEDES,C-класс,2008
2522689,2522689_1,Минивэны и универсалы повышенной вместимости,FORD,Focus,2014
2522689,2522689_2,Минивэны и универсалы повышенной вместимости,RENAULT,Duster,2012
2522689,2522689_3,Минивэны и универсалы повышенной вместимости,NISSAN,Pathfinder,2008
1929456,1929456_1,"С-класс (малый средний, компактный) до 4,3 м",CHEVROLET,Прочие модели Chevrolet,2011
1901096,1901096_1,"С-класс (малый средний, компактный) до 4,3 м",FORD,Fiesta,2016
1933376,1933376_1,"С-класс (малый средний, компактный) до 4,3 м",RENAULT,Logan,2012
2497041,2497041_1,Седельные тягачи,SCANIA,R,2008
2482558,2482558_1,"В-класс (малый) до 3,9 м",FORD,Kuga,2013
2482558,2482558_2,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Polo,2017
2590351,2590351_1,Персональное электрическое средство передвижения малой мощности,,,
2590351,2590351_2,"В-класс (малый) до 3,9 м",GEELY,Прочие модели Geely,2019
2510276,2510276_1,"В-класс (малый) до 3,9 м",SMART,Прочие модели Smart,2016
2686289,2686289_1,"А-класс (особо малый) до 3,5 м",HYUNDAI,Getz,2007
2686289,2686289_2,"В-класс (малый) до 3,9 м",BMW,Прочие модели BMW,2019
2686289,2686289_3,"В-класс (малый) до 3,9 м",HONDA,Pilot,2008
1911934,1911934_1,Фургоны,MERCEDES,Прочие модели Mercedes,2005
1905385,1905385_1,Одноэтажные длиной от 8 до 12 м,ПАЗ,Прочие модели ПАЗ,2016
1905385,1905385_2,"В-класс (малый) до 3,9 м",TOYOTA,Camry,2002
1902081,1902081_1,"D-класс (средний) до 4,6 м",AUDI,А3,2012
2482560,2482560_1,Прочие легковые автомобили,VOLKSWAGEN,Caravelle,1990
1931761,1931761_1,"В-класс (малый) до 3,9 м",HYUNDAI,Solaris,2018
1926146,1926146_1,Одноэтажные длиной от 8 до 12 м,ЛИАЗ,Прочие модели ЛИАЗ,2013
1924279,1924279_1,"С-класс (малый средний, компактный) до 4,3 м",FORD,Focus,2007
1924279,1924279_2,"С-класс (малый средний, компактный) до 4,3 м",TOYOTA,Prius,2006
1915904,1915904_1,"В-класс (малый) до 3,9 м",TOYOTA,Land Cruiser,2011
1915904,1915904_2,"В-класс (малый) до 3,9 м",NISSAN,X-Trail,2015
1915904,1915904_3,"В-класс (малый) до 3,9 м",HYUNDAI,i20,2010
2792658,2792658_1,Прочие одноярусные,Прочие марки автобусов,Прочие марки автобусов,2021
1912877,1912877_1,"D-класс (средний) до 4,6 м",MERCEDES,E-класс,2015
2873969,2873969_1,"В-класс (малый) до 3,9 м",CHERY,Tiggo,2022
1915329,1915329_1,"В-класс (малый) до 3,9 м",RENAULT,Logan,2011
1915329,1915329_2,Велосипеды,,,
1914808,1914808_1,"В-класс (малый) до 3,9 м",HYUNDAI,Solaris,2014
1914808,1914808_2,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Polo,2019
1901778,1901778_1,"В-класс (малый) до 3,9 м",CHEVROLET,Прочие модели Chevrolet,2007
1901778,1901778_2,"В-класс (малый) до 3,9 м",HYUNDAI,Solaris,2013
1920233,1920233_1,"В-класс (малый) до 3,9 м",FORD,Fusion,2007
1920233,1920233_2,"В-класс (малый) до 3,9 м",BMW,1er,2011
1929167,1929167_1,"В-класс (малый) до 3,9 м",HYUNDAI,Accent,2011
1929167,1929167_2,"В-класс (малый) до 3,9 м",RENAULT,Logan,2010
1913484,1913484_1,"С-класс (малый средний, компактный) до 4,3 м",BMW,5er,2001
1913484,1913484_2,"В-класс (малый) до 3,9 м",DAEWOO,Nexia,2012
1930105,1930105_1,"А-класс (особо малый) до 3,5 м",HONDA,Jazz,2008
1930105,1930105_2,Фургоны,ГАЗ,Прочие модели ГАЗ,2008
1925443,1925443_1,"В-класс (малый) до 3,9 м",MAZDA,Mazda 3,2012
1925443,1925443_2,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2114 и модификации,2011
1911786,1911786_1,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Polo,2017
1911786,1911786_2,"В-класс (малый) до 3,9 м",VOLKSWAGEN,Polo,2001
2944244,2944244_1,Одноэтажные длиной от 8 до 12 м,МАЗ,203,2022
2609749,2609749_1,Велосипеды,,,
2609749,2609749_2,"D-класс (средний) до 4,6 м",TOYOTA,Camry,2018
1925001,1925001_1,"D-класс (средний) до 4,6 м",NISSAN,Note,2011
2542185,2542185_1,"В-класс (малый) до 3,9 м",RENAULT,Logan,2010
2542185,2542185_2,"А-класс (особо малый) до 3,5 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2004
2816591,2816591_1,Минивэны и универсалы повышенной вместимости,Прочие марки ТС,Прочие марки и модели ТС,2004
1759142,1759142_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2106 модификации,1996
1756773,1756773_1,Мотоциклы,SUZUKI,Прочие модели Suzuki,1997
2805430,2805430_1,"В-класс (малый) до 3,9 м",CHEVROLET,Прочие модели Chevrolet,2007
2619987,2619987_1,Бортовые грузовые автомобили,TOYOTA,Hilux,2020
1747851,1747851_1,"В-класс (малый) до 3,9 м",ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",1997
1747851,1747851_2,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2013
1754615,1754615_1,"В-класс (малый) до 3,9 м",KIA,Picanto,2014
1754615,1754615_2,"D-класс (средний) до 4,6 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",1999
1756156,1756156_1,"D-класс (средний) до 4,6 м",CHEVROLET,Прочие модели Chevrolet,2013
1756156,1756156_2,"D-класс (средний) до 4,6 м",NISSAN,Прочие марки Nissan,2017
1756156,1756156_3,Самосвалы,HYUNDAI,Прочие модели Hyundai,2007
1758646,1758646_1,"В-класс (малый) до 3,9 м",KIA,Прочие модели Kia,2014
1758646,1758646_2,Седельные тягачи,MAN,Прочие модели Man,2013
1758646,1758646_3,Прочие легковые автомобили,MAZDA,323,2001
1763810,1763810_1,Фургоны,ГАЗ,"2217, 22171, 22177  Соболь  и модификации",2005
2816666,2816666_1,"В-класс (малый) до 3,9 м",HYUNDAI,"Elantra (Lantra, Avante)",2004
2816666,2816666_2,"В-класс (малый) до 3,9 м",HOLDEN,Astra,2011
2816666,2816666_3,Прочие легковые автомобили,УАЗ,Прочие модели УАЗ,2011
2520197,2520197_1,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2019
2520197,2520197_2,"В-класс (малый) до 3,9 м",KIA,Cerato,2010
2520197,2520197_3,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2123 и модификации,2009
1759225,1759225_1,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2112 и модификации,2007
2854704,2854704_1,Фургоны,УАЗ,Прочие модели УАЗ,2014
2854704,2854704_2,Одноэтажные длиной от 5 до 8 м,ЛУИДОР,2250 (автобусы) и модификации,2018
1761469,1761469_1,Одноэтажные длиной от 5 до 8 м,Прочие марки автобусов,Прочие марки автобусов,2012
2789476,2789476_1,"В-класс (малый) до 3,9 м",ВАЗ,Kalina,2008
1749256,1749256_1,"В-класс (малый) до 3,9 м",ВАЗ,ВАЗ 2114 и модификации,2005
1749256,1749256_2,Одноэтажные длиной от 5 до 8 м,IVECO,Прочие модели Iveco,2007
1762590,1762590_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,Granta (Гранта),2015
1762590,1762590_2,"С-класс (малый средний, компактный) до 4,3 м",OPEL,Astra,2010
2479924,2479924_1,"В-класс (малый) до 3,9 м",HYUNDAI,Solaris,2014
2479924,2479924_2,Прочие легковые автомобили,Прочие марки легковых ТС,Прочие марки легковых ТС,2007
1760963,1760963_1,Седельные тягачи,КАМАЗ,5410,1982
2475093,2475093_1,"С-класс (малый средний, компактный) до 4,3 м",SUZUKI,SX4,2008
2474302,2474302_1,"А-класс (особо малый) до 3,5 м",SKODA,Octavia,2007
1606057,1606057_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2107 модификации,2004
1606057,1606057_2,"В-класс (малый) до 3,9 м",HYUNDAI,Solaris,2014
1606057,1606057_3,"В-класс (малый) до 3,9 м",FORD,Focus,2007
1605509,1605509_1,Прочие одноярусные,MAN,Lion Coach,2011
1606701,1606701_1,Автобусы (без типа),FIAT,Ducato,2011
1606839,1606839_1,Легковые автомобили (без типа),ВАЗ, Жигули  ВАЗ-2106 модификации,1983
1606839,1606839_2,Легковые автомобили (без типа),VOLKSWAGEN,Golf,2009
1606118,1606118_1,"В-класс (малый) до 3,9 м",ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",1998
2892440,2892440_1,Рефрижераторы,HOWO,ZZ3167M4611,2023
2892440,2892440_2,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2012
2892440,2892440_3,"В-класс (малый) до 3,9 м",KIA,Rio,2020
2527196,2527196_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,Kalina,2010
2201034,2201034_1,"В-класс (малый) до 3,9 м",,,
2189654,2189654_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,Priora,2015
2189654,2189654_2,"С-класс (малый средний, компактный) до 4,3 м",HYUNDAI,Accent,2005
2201827,2201827_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2003
2194244,2194244_1,"А-класс (особо малый) до 3,5 м",DAEWOO,Matiz,2008
2194244,2194244_2,Велосипеды,Прочие марки ТС,Прочие марки и модели ТС,
2200630,2200630_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2106 модификации,1993
2200630,2200630_2,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2015
2188328,2188328_1,"В-класс (малый) до 3,9 м",ВАЗ,Kalina,2012
2188328,2188328_2,Мотоциклы,KAWASAKI,Прочие модели Kawasaki,2012
2205240,2205240_1,"В-класс (малый) до 3,9 м",RENAULT,Laguna,1999
2205240,2205240_2,"В-класс (малый) до 3,9 м",CHEVROLET,Прочие модели Chevrolet,2014
2196233,2196233_1,"В-класс (малый) до 3,9 м",ВАЗ," Жигули  ВАЗ-2108, 09 и модификации                       ",2002
2196233,2196233_2,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2104 модификации,2001
2774183,2774183_1,Фургоны,MERCEDES,Прочие модели Mercedes,2021
2774183,2774183_2,"В-класс (малый) до 3,9 м",ВАЗ,Priora,2014
2195458,2195458_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ, Жигули  ВАЗ-2106 модификации,1996
2195458,2195458_2,"D-класс (средний) до 4,6 м",NISSAN,Qashgai,2010
2538206,2538206_1,Одноэтажные длиной от 5 до 8 м,ПАЗ,32054,2011
2789698,2789698_1,Фургоны,ГАЗ,Прочие модели ГАЗ,2013
2789698,2789698_2,Седельные тягачи,DAF,Прочие модели DAF,2016
2885920,2885920_1,"D-класс (средний) до 4,6 м",VOLKSWAGEN,Sharan,2007
2926142,2926142_1,"В-класс (малый) до 3,9 м",NISSAN,Terrano,2020
2926142,2926142_2,Прочие одноярусные,ПАЗ,3204,2016
1782973,1782973_1,"В-класс (малый) до 3,9 м",ВАЗ, Нива  ВАЗ-2121 и модификации,2000
1782973,1782973_2,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2002
2597801,2597801_1,"С-класс (малый средний, компактный) до 4,3 м",ИЖ,ИЖ 2126,2003
2597801,2597801_2,"С-класс (малый средний, компактный) до 4,3 м",NISSAN,Almera,2015
1773064,1773064_1,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",2006
1773064,1773064_2,"С-класс (малый средний, компактный) до 4,3 м",ВАЗ,Priora,2010
2559748,2559748_1,Одноэтажные длиной от 5 до 8 м,ПАЗ,4234,2018
2559748,2559748_2,Одноэтажные длиной от 5 до 8 м,ПАЗ,4234,2018
2738263,2738263_1,Прочие легковые автомобили,ВАЗ,Priora,2016
2738263,2738263_2,Мотоциклы,Прочие марки мотоциклов,Прочие марки мотоциклов,2012
2520655,2520655_1,"В-класс (малый) до 3,9 м",HAIMA,Прочие модели HAIMA,2011
1772775,1772775_1,Минивэны и универсалы повышенной вместимости,MITSUBISHI,Delica,1994
1772775,1772775_2,"С-класс (малый средний, компактный) до 4,3 м",ГАЗ,"ГАЗ 3110, 3110-101, 3110-111, 3110-311, 3110-331, 3110-341, 3110-411, 3110-441, 3110-600",1998
1776487,1776487_1,"В-класс (малый) до 3,9 м",MERCEDES,S-класс,1997
1776487,1776487_2,"В-класс (малый) до 3,9 м",HYUNDAI,Getz,2010
1783670,1783670_1,Мотоциклы,HONDA,CBR,2004
1783670,1783670_2,"С-класс (малый средний, компактный) до 4,3 м",ГАЗ,"ГАЗ 3105, 31052",2008
1772590,1772590_1,Фургоны,ISUZU,Прочие модели Isuzu,2010
1772590,1772590_2,Фургоны,FIAT,Ducato,2012
1772590,1772590_3,Седельные тягачи,RENAULT,Premium,2006
2571756,2571756_1,Мотоциклы,HONDA,CBR,2000
2571756,2571756_2,Бортовые грузовые автомобили,VOLKSWAGEN,Прочие модели Volkswagen,1983
1773877,1773877_1,"А-класс (особо малый) до 3,5 м",ВАЗ,ВАЗ 2112 и модификации,2007
1778055,1778055_1,"D-класс (средний) до 4,6 м",ВАЗ,Priora,2010
1778055,1778055_2,"D-класс (средний) до 4,6 м",ВАЗ,"ВАЗ 2110, 21101, 21102, 21103, 21108",1999
1609948,1609948_1,"С-класс (малый средний, компактный) до 4,3 м",ГАЗ,"ГАЗ 3110, 3110-101, 3110-111, 3110-311, 3110-331, 3110-341, 3110-411, 3110-441, 3110-600",2001
1609948,1609948_2,Мотоциклы,YAMAHA,YZ,1999
1611500,1611500_1,"В-класс (малый) до 3,9 м",ВАЗ,Granta (Гранта),2013
1613685,1613685_1,Цистерны,SCANIA,Прочие модели Scania,2007
1613685,1613685_2,"С-класс (малый средний, компактный) до 4,3 м",HYUNDAI,Solaris,2015
1614425,1614425_1,"С-класс (малый средний, компактный) до 4,3 м",CHEVROLET,Niva,2006
1610022,1610022_1,"В-класс (малый) до 3,9 м",ВАЗ,"ВАЗ 2111, 21110 (универсал), 21113, 21114",2008
1610022,1610022_2,Седельные тягачи,DAF,XF105 series,2010
1610570,1610570_1,"В-класс (малый) до 3,9 м",ВАЗ,Largus (Ларгус),2018
1611637,1611637_1,"В-класс (малый) до 3,9 м",ВАЗ,Priora,2011
1795698,1795698_1,"D-класс (средний) до 4,6 м",VOLVO,S60,2007
1795698,1795698_2,Рефрижераторы,КАМАЗ,Прочие модели КАМАЗ,2008
1795698,1795698_3,Рефрижераторы,MAN,Прочие модели Man,2013
1799688,1799688_1,"В-класс (малый) до 3,9 м",ВАЗ, Жигули  ВАЗ-2107 модификации,1991
1799688,1799688_2,"В-класс (малый) до 3,9 м",TOYOTA,Hilux,2014
2573938,2573938_1,"А-класс (особо малый) до 3,5 м",DAEWOO,Matiz,2010
2573938,2573938_2,Минивэны и универсалы повышенной вместимости,CHEVROLET,Прочие модели Chevrolet,2019
2480482,2480482_1,"С-класс (малый средний, компактный) до 4,3 м",CHEVROLET,Прочие модели Chevrolet,2008
2594273,2594273_1,"В-класс (малый) до 3,9 м",HONDA,Fit Aria,2003
